,net_value,daily_return
2010-09-02,1.3839975138079326,0.0143554843504687
2010-09-03,1.3861849412373872,0.0015805139876560368
2010-09-06,1.3959487172104839,0.007043631540522197
2010-09-07,1.398730065905159,0.0019924433185719128
2010-09-08,1.4071511602308429,0.006020528571561298
2010-09-09,1.3881310127291158,-0.013516776334538684
2010-09-10,1.40069823074811,0.009053337115699622
2010-09-13,1.4164175573138094,0.011222493339842172
2010-09-14,1.4202153858231394,0.002681291607633339
2010-09-15,1.4021766286958903,-0.012701423535694258
2010-09-16,1.3774133238267594,-0.017660617330473055
2010-09-17,1.3849113245198472,0.00544353721819436
2010-09-20,1.382529512731316,-0.0017198298160765286
2010-09-21,1.3829158678900917,0.00027945527037055
2010-09-27,1.4102031988925987,0.019731736135285796
2010-09-28,1.4081240103182935,-0.0014743893475337117
2010-09-29,1.3958109586675664,-0.008744294934608687
2010-09-30,1.4190184460304307,0.016626526119997036
2010-10-08,1.4592277882803897,0.028336025061859286
2010-10-11,1.4656216783875862,0.004381694317054796
2010-10-12,1.4767179247953452,0.0075710168397391505
2010-10-13,1.4924643574894356,0.010663128299382292
2010-10-14,1.4792679431066305,-0.008842029839160583
2010-10-15,1.5026924651550349,0.015835212381612382
2010-10-18,1.4769449850352216,-0.017134231199566686
2010-10-19,1.5134595391954182,0.024723029314003685
2010-10-20,1.5325623046912131,0.012621920177628454
2010-10-21,1.5251428375070935,-0.004841217326961908
2010-10-22,1.533116680714329,0.005228259944667999
2010-10-25,1.5797249258486528,0.030400977121067783
2010-10-26,1.5690640484208689,-0.006748565685925764
2010-10-27,1.54092992939377,-0.01793051026528436
2010-10-28,1.5371215183548628,-0.0024715017641363073
2010-10-29,1.536165563183053,-0.0006219125556402921
2010-11-01,1.573102861551098,0.024045128502625676
2010-11-02,1.5597582917542117,-0.008482960728790798
2010-11-03,1.5406703789315077,-0.012237737682571581
2010-11-04,1.5667332926960877,0.01691660599242215
2010-11-05,1.5840385134310628,0.011045415844323775
2010-11-08,1.596030004709373,0.00757020184587324
2010-11-09,1.5973769565002995,0.0008439388902163005
2010-11-10,1.5890705990742424,-0.005199998279839693
2010-11-11,1.5909990330166757,0.0012135608975187284
2010-11-12,1.5046238696320868,-0.0542898905606585
2010-11-15,1.5224652718656415,0.011857715801037534
2010-11-16,1.46310526424917,-0.03898940009563002
2010-11-17,1.4266757416424185,-0.024898770783554118
2010-11-18,1.4452532794860384,0.013021555845782358
2010-11-19,1.4712228070685598,0.017968841829410453
2010-11-22,1.4794264953918765,0.0055761019227690365
2010-11-23,1.4588789361211694,-0.013888867973305045
2010-11-24,1.4914495486005046,0.022325781579884324
2010-11-25,1.5040652234654577,0.008458666856543057
2010-11-26,1.4955087841562336,-0.005688875173584321
2010-11-29,1.5017248135031676,0.004156464617786189
2010-11-30,1.4768870596101689,-0.016539484244825205
2010-12-01,1.472488440474314,-0.0029783043376492156
2010-12-02,1.4807764177174212,0.005628551651269648
2010-12-03,1.483985337738699,0.00216705235367283
2010-12-06,1.4843845033280154,0.0002689821652314052
2010-12-07,1.509535277306404,0.016943570834914955
2010-12-08,1.5042584938740529,-0.0034956343927032407
2010-12-09,1.4806108104124585,-0.015720491895440475
2010-12-10,1.4918346041503854,0.007580515864800599
2010-12-13,1.5307029356786541,0.026054048766622376
2010-12-14,1.537172945735441,0.004226822792313105
2010-12-15,1.526741913423738,-0.006785854734590215
2010-12-16,1.5247444145514326,-0.0013083408890151985
2010-12-17,1.5232357542822297,-0.0009894512515048158
2010-12-20,1.5041977835727938,-0.012498374369111933
2010-12-21,1.5288266717504524,0.016373437354201922
2010-12-22,1.5195120034799405,-0.006092690847581103
2010-12-23,1.5017287123298537,-0.01170329099695163
2010-12-24,1.4906198411499674,-0.0073973888150886905
2010-12-27,1.4649352992323768,-0.01723077957809542
2010-12-28,1.4350225726026486,-0.02041914523146675
2010-12-29,1.4478370876286053,0.008929835161209767
2010-12-30,1.4518090637299255,0.002743386072410855
2010-12-31,1.479903080539679,0.01935104106429501
2011-01-04,1.5087399166623887,0.019485624769558486
2011-01-05,1.5049298346977587,-0.0025253404662737896
2011-01-06,1.4980445067696688,-0.004575182024664153
2011-01-07,1.4927194521497724,-0.003554670502666996
2011-01-10,1.4618561544422302,-0.02067588632485083
2011-01-11,1.4663373915721527,0.003065443283393607
2011-01-12,1.475035302592567,0.005931725584034177
2011-01-13,1.4743049223933247,-0.0004951611652674382
2011-01-14,1.4583343999939762,-0.010832577546728093
2011-01-17,1.4061187137926163,-0.03580501577798307
2011-01-18,1.4084903143683978,0.0016866289826871072
2011-01-19,1.4400314509441237,0.022393577189680363
2011-01-20,1.3965797701584326,-0.03017411929246604
2011-01-21,1.4088774121608278,0.008805542128825302
2011-01-24,1.3940683687971835,-0.010511236276356481
2011-01-25,1.3869970111386305,-0.005072461162471005
2011-01-26,1.4049366266729981,0.012934141451134416
2011-01-27,1.417586648344474,0.009003980273069019
2011-01-28,1.421394131091313,0.0026858906658619747
2011-01-31,1.4376633778782013,0.011445978586106248
2011-02-01,1.436850379684891,-0.0005654996891624396
2011-02-09,1.4235930693424133,-0.00922664637175739
2011-02-10,1.4477825040549963,0.01699181826149011
2011-02-11,1.457855958262037,0.006957850491235146
2011-02-14,1.4889424173827694,0.021323409178086238
2011-02-15,1.4885616319764028,-0.0002557421978990932
2011-02-16,1.496233037627826,0.005153569383108201
2011-02-17,1.4932062485103248,-0.0020229396366624216
2011-02-18,1.4781978080104359,-0.010051150345012224
2011-02-21,1.4997358549178892,0.014570476827077714
2011-02-22,1.4588044870973016,-0.02729238464651408
2011-02-23,1.4636876746927454,0.0033473900297361285
2011-02-24,1.468258027861213,0.0031224920777084744
2011-02-25,1.4745362527767147,0.004275968390002368
2011-02-28,1.494022959871908,0.013215481856412557
2011-03-01,1.50126382366211,0.004846554560863649
2011-03-02,1.496697183661915,-0.003041863747209582
2011-03-03,1.4846342138943551,-0.00805972637567595
2011-03-04,1.5021911874382199,0.01182579074330431
2011-03-07,1.5199107977524295,0.011795842275195345
2011-03-08,1.5199184097473888,5.008185329234436e-06
2011-03-09,1.5249064943465367,0.0032818107650770647
2011-03-10,1.5076274514478842,-0.011331214709041476
2011-03-11,1.4956697500008558,-0.00793146969799777
2011-03-14,1.5053334560890026,0.006461122910416193
2011-03-15,1.4766252812469425,-0.01907097376062226
2011-03-16,1.491568184326818,0.010119631073400682
2011-03-17,1.4727684133620764,-0.012604030551393464
2011-03-18,1.4731070543085476,0.00022993496017363827
2011-03-21,1.4665832033118058,-0.004428633328216484
2011-03-22,1.4748219810752998,0.005617668158812411
2011-03-23,1.4920757744296975,0.01169889896936434
2011-03-24,1.4898818489557657,-0.001470384756277198
2011-03-25,1.5061962107371674,0.010950104394409568
2011-03-28,1.4951289270419352,-0.007347836633990425
2011-03-29,1.4779564520727098,-0.011485614824669765
2011-03-30,1.4765073881542838,-0.0009804510250580431
2011-03-31,1.4665271344708881,-0.006759365895128686
2011-04-01,1.4825932709532588,0.010955226197139106
2011-04-06,1.4833433309443467,0.0005059108292091328
2011-04-07,1.493513698843305,0.006856381585295992
2011-04-08,1.5058848615775,0.008283260303388083
2011-04-11,1.4934496466906007,-0.00825774612932406
2011-04-12,1.490240169694082,-0.0021490359608914533
2011-04-13,1.5068994848080186,0.011178946489783948
2011-04-14,1.498473192046753,-0.005591808110770649
2011-04-15,1.4978501224105918,-0.00041580299165062777
2011-04-18,1.4973442032334348,-0.00033776355163137034
2011-04-19,1.4794840495001031,-0.01192788785288227
2011-04-20,1.474955655133117,-0.003060792962598041
2011-04-21,1.4857563333463686,0.007322713856286495
2011-04-22,1.4837684887115719,-0.0013379344850709173
2011-04-25,1.4697804268530246,-0.0094273884133325
2011-04-26,1.4582801877371943,-0.007824460651210166
2011-04-27,1.4525552248943268,-0.003925831874429457
2011-04-28,1.4263445270324926,-0.01804454482186099
2011-04-29,1.4412761049491363,0.010468423044822707
2011-05-03,1.4524384457521498,0.007744762273296321
2011-05-04,1.422297916248891,-0.020751674256082105
2011-05-05,1.4243867590607049,0.0014686394375963013
2011-05-06,1.428432998527479,0.002840688767313892
2011-05-09,1.4324914914495535,0.002841220362633865
2011-05-10,1.4386003958918194,0.00426453104868657
2011-05-11,1.4385502681201376,-3.484481988524653e-05
2011-05-12,1.428124805560844,-0.0072472007341929144
2011-05-13,1.4314987759118436,0.002362517854085411
2011-05-16,1.4232440315247774,-0.005766504677454676
2011-05-17,1.4240479324558195,0.0005648370295155299
2011-05-18,1.4351749981602424,0.007813687623023863
2011-05-19,1.4289879315258358,-0.00431101896447317
2011-05-20,1.4259204832157484,-0.0021465879748978267
2011-05-23,1.387444262257078,-0.026983426784008627
2011-05-24,1.3886146528966368,0.0008435586721551623
2011-05-25,1.376049291461779,-0.009048846927149067
2011-05-26,1.3676016479829451,-0.00613905586903785
2011-05-27,1.3574763950785003,-0.0074036565540693
2011-05-30,1.3559894568436925,-0.0010953694960726848
2011-05-31,1.3718656647689145,0.011708208972491923
2011-06-01,1.3802901009460438,0.006140860868143631
2011-06-02,1.365426845325618,-0.010768211414570485
2011-06-03,1.3793985692437656,0.01023249540316136
2011-06-07,1.3837671117166115,0.0031669907235302775
2011-06-08,1.3845452061281585,0.0005623015643011597
2011-06-09,1.3608388546078554,-0.017122121701318344
2011-06-10,1.3663575509531738,0.004055363591825598
2011-06-13,1.3585814339564601,-0.005691128937143219
2011-06-14,1.3775128367364695,0.013934683859823695
2011-06-15,1.367419888395997,-0.007326935961180803
2011-06-16,1.3542127058252007,-0.009658468977139385
2011-06-17,1.3480516313687032,-0.004549561845045052
2011-06-20,1.33593129315133,-0.008991004450673143
2011-06-21,1.352096199909755,0.012100103382033553
2011-06-22,1.3543926088280138,0.0016984064583659617
2011-06-23,1.3740904095395106,0.014543641616991588
2011-06-24,1.3992289300625989,0.018294662671805528
2011-06-27,1.4041056196135653,0.0034852692409299713
2011-06-28,1.406833127368286,0.0019425232095228008
2011-06-29,1.3944469263025863,-0.00880431433177153
2011-06-30,1.4110900891345366,0.011935314652727604
2011-07-01,1.4177346181001416,0.004708791463258151
2011-07-04,1.4415267438075445,0.01678179075523027
2011-07-05,1.444518257826455,0.0020752400409922416
2011-07-06,1.4449450865194033,0.00029548168784697995
2011-07-07,1.4502174141498274,0.0036488083039362598
2011-07-08,1.4515155377779676,0.0008951234590581756
2011-07-11,1.460997669937579,0.006532573653415341
2011-07-12,1.4462706875927618,-0.010080086127342373
2011-07-13,1.4659779568833544,0.01362626613375823
2011-07-14,1.4659075923445866,-4.7998360710385894e-05
2011-07-15,1.4740544691933306,0.00555756508206215
2011-07-18,1.4736499195100188,-0.0002744469025851865
2011-07-19,1.4583256740485357,-0.010398837104119167
2011-07-20,1.4628093247378355,0.0030745194774309437
2011-07-21,1.4569755660645776,-0.003988051330137345
2011-07-22,1.4632907370043928,0.0043344384675393765
2011-07-25,1.4272091382647945,-0.02465784674716354
2011-07-26,1.4334524593985325,0.004374496327376951
2011-07-27,1.4450403292855987,0.008083888524582486
2011-07-28,1.4410332637441012,-0.002772978345509856
2011-07-29,1.4319889141238429,-0.0062762948280315435
2011-08-01,1.4327987561241213,0.000565536501219346
2011-08-02,1.4228318698465074,-0.006956235992677256
2011-08-03,1.4256406959864003,0.0019741096607542264
2011-08-04,1.4339392557590847,0.0058209335606421615
2011-08-05,1.4210098181750872,-0.009016726149360403
2011-08-08,1.3852624045800328,-0.02515634525380157
2011-08-09,1.3936738446682075,0.006072091511589792
2011-08-10,1.4096777855820104,0.011483275642309942
2011-08-11,1.4377565784018458,0.019918589274103192
2011-08-12,1.443459262235077,0.003966376449878707
2011-08-15,1.453611621267913,0.007033353346678994
2011-08-16,1.4439254505117163,-0.006663520444166494
2011-08-17,1.439952917435155,-0.002751203723954967
2011-08-18,1.418398532587302,-0.014968812234670593
2011-08-19,1.4101320917201767,-0.00582801002483169
2011-08-22,1.3902913340301803,-0.014070141234636523
2011-08-23,1.406019200882907,0.011312641075834674
2011-08-24,1.4058639904491077,-0.00011038998166027159
2011-08-25,1.433318785340714,0.01952877026378335
2011-08-26,1.4332532479207007,-4.572424549490737e-05
2011-08-29,1.419308073155703,-0.009729735331302242
2011-08-30,1.4103415144107578,-0.006317556360409459
2011-08-31,1.4084143800772202,-0.001366430977069249
2011-09-01,1.3991385144151582,-0.006586034474849277
2011-09-02,1.38381909607243,-0.010949179216277923
2011-09-05,1.3589321426998175,-0.01798425346437743
2011-09-06,1.3440893095048918,-0.010922424106796991
2011-09-07,1.3676963337739,0.017563583090846897
2011-09-08,1.3597343727051372,-0.005821439212894178
2011-09-09,1.3507089602430695,-0.006637629115833924
2011-09-13,1.3374425526383238,-0.009821810615929
2011-09-14,1.3437929986767294,0.004748200979457797
2011-09-15,1.3458777570034437,0.0015513984138682672
2011-09-16,1.3494505675154471,0.002654632260182642
2011-09-19,1.3290045633969987,-0.015151354640646658
2011-09-20,1.331104545713631,0.0015801167087527467
2011-09-21,1.3586718496039003,0.02071009672308645
2011-09-22,1.3255988454572671,-0.024342157494670412
2011-09-23,1.3138217896467062,-0.008884328657134963
2011-09-26,1.289799447506395,-0.018284323132417225
2011-09-27,1.2963188427012091,0.005054580545385074
2011-09-28,1.2843357060515126,-0.009243973207028772
2011-09-29,1.2685359893927088,-0.012301858917694832
2011-09-30,1.2689015508091572,0.0002881758337998408
2011-10-10,1.2567336840378933,-0.00958929143360631
2011-10-11,1.251090596555439,-0.004490281078742904
2011-10-12,1.2862849337362727,0.028130926151737096
2011-10-13,1.2987429846080492,0.009685296426188818
2011-10-14,1.296414642442645,-0.0017927659228949033
2011-10-17,1.3042689216314993,0.0060584622633200694
2011-10-18,1.2777793648323847,-0.020309888827205223
2011-10-19,1.2726410825766057,-0.004021259379511971
2011-10-20,1.2449258089306685,-0.021777761244218544
2011-10-21,1.2373208689913269,-0.006108749521285856
2011-10-24,1.2605547198489275,0.01877754706953355
2011-10-25,1.284047378535136,0.01863676230495108
2011-10-26,1.2971108614937783,0.01017367674824055
2011-10-27,1.2999324980642124,0.0021753241409023087
2011-10-28,1.3202665501592385,0.015642390758986744
2011-10-31,1.322986631577414,0.002060251710419545
2011-11-01,1.3269315015503431,0.002981791258333223
2011-11-02,1.3495077503068467,0.017013876549110594
2011-11-03,1.351144514881458,0.0012128604479961112
2011-11-04,1.354170004390064,0.0022392049668138203
2011-11-07,1.343749740266352,-0.007694945309621848
2011-11-08,1.3372349865318787,-0.004848189762762026
2011-11-09,1.349601322147319,0.00924769074993512
2011-11-10,1.3381458267091748,-0.008488058843864842
2011-11-11,1.3370068123415206,-0.0008511885214001155
2011-11-14,1.3597586939573234,0.0170170274420344
2011-11-15,1.35816778701088,-0.001169992112213284
2011-11-16,1.3287853008104953,-0.021633914808899344
2011-11-17,1.328033012918444,-0.0005661470604714588
2011-11-18,1.3043528392344632,-0.017831012823952188
2011-11-21,1.305543095324281,0.0009125261616452881
2011-11-22,1.3103082041686527,0.0036499054389222386
2011-11-23,1.3078007016340902,-0.0019136738414558005
2011-11-24,1.3126358037004027,0.0036971245391372075
2011-11-25,1.3078961300586993,-0.0036108063092154027
2011-11-28,1.31084679922661,0.002256042433414213
2011-11-29,1.3231412850359736,0.009379040950183692
2011-11-30,1.2913890548439437,-0.02399761125371165
2011-12-01,1.313641329668653,0.01723127104201645
2011-12-02,1.3009515770966593,-0.009659982740642446
2011-12-05,1.2758264239793526,-0.019312904153879897
2011-12-06,1.2712350914101442,-0.003598712554398995
2011-12-07,1.2770129669008978,0.0045450881035264505
2011-12-08,1.2766780391226993,-0.00026227437534278236
2011-12-09,1.2661363543964697,-0.00825712074868439
2011-12-12,1.2573281622783554,-0.006956748447771108
2011-12-13,1.235724577950889,-0.01718213667330834
2011-12-14,1.2258028066677884,-0.008029112198733673
2011-12-15,1.211608849628519,-0.011579315173746593
2011-12-16,1.2345003463713755,0.01889347106524961
2011-12-19,1.2345553012618116,4.45158971381383e-05
2011-12-20,1.2331318582044672,-0.0011530006439479487
2011-12-21,1.2156656716248704,-0.014164086722265858
2011-12-22,1.2141126389948085,-0.0012775162335431029
2011-12-23,1.2192854537155235,0.004260572334538892
2011-12-26,1.2069499373967465,-0.010117004415321394
2011-12-27,1.1848227963428277,-0.01833310592951726
2011-12-28,1.1811432322429836,-0.003105581789278301
2011-12-29,1.188553230848008,0.006273581732295819
2011-12-30,1.2063110867954265,0.014940732553264457
2012-01-04,1.1789457792591926,-0.022685116497544577
2012-01-05,1.1539335064573764,-0.021215795706510852
2012-01-06,1.1529426475038032,-0.0008586794195924892
2012-01-09,1.180567319843886,0.023960144418191085
2012-01-10,1.2131839756098028,0.02762795074679014
2012-01-11,1.208564794278549,-0.0038074862709359227
2012-01-12,1.2028327764159632,-0.004742830413165759
2012-01-13,1.1755055288545246,-0.022719074585633266
2012-01-16,1.1438019411668676,-0.026970173180342803
2012-01-17,1.1810947753970245,0.03260427604460262
2012-01-18,1.1539219956357307,-0.023006434646330228
2012-01-19,1.1697555021258161,0.01372147038532044
2012-01-20,1.19336995273137,0.020187509751087917
2012-01-30,1.177920387840683,-0.01294616548315655
2012-01-31,1.1788202741715748,0.0007639619283111103
2012-02-01,1.170260678669319,-0.00726115396027708
2012-02-02,1.1912436069200016,0.017930131835704997
2012-02-03,1.203038857255099,0.009901627397266277
2012-02-06,1.2055946309772068,0.0021244315648616813
2012-02-07,1.1885166561405218,-0.014165602929769426
2012-02-08,1.2125698175774964,0.020237967480474905
2012-02-09,1.2151070254582408,0.002092422097239081
2012-02-10,1.2176015319038487,0.0020529108904354674
2012-02-13,1.2203381369208375,0.0022475374293509276
2012-02-14,1.217394894089472,-0.002411825659068406
2012-02-15,1.228799704780694,0.009368209729310384
2012-02-16,1.224556110420225,-0.0034534467610622174
2012-02-17,1.223743854860569,-0.0006633061178201471
2012-02-20,1.2254855164388845,0.001423223962594687
2012-02-21,1.2352810400007128,0.007993177749087517
2012-02-22,1.252965375216332,0.01431604197179993
2012-02-23,1.2557133053965526,0.002193141354561497
2012-02-24,1.2714740337884929,0.012551215571426218
2012-02-27,1.2752985971093864,0.003007975954882617
2012-02-28,1.2744529230352761,-0.0006631184853704548
2012-02-29,1.2621419136270993,-0.009659838496707079
2012-03-01,1.2638696508243923,0.0013688929736339192
2012-03-02,1.2839357978285422,0.015876753580609575
2012-03-05,1.2765033345554682,-0.005788812248746661
2012-03-06,1.263709984588666,-0.010022182959089243
2012-03-07,1.2596765555524323,-0.003191736304549695
2012-03-08,1.2722227941706858,0.009959888959552183
2012-03-09,1.2864605665955733,0.011191257136819763
2012-03-12,1.284334035125791,-0.0016530094470052663
2012-03-13,1.2971492927854023,0.009978134433193807
2012-03-14,1.2645961321969486,-0.02509592440092337
2012-03-15,1.2624404523562254,-0.0017046389640446601
2012-03-16,1.2835607678329983,0.016729751836891724
2012-03-19,1.284333849467377,0.0006022945338879153
2012-03-20,1.2621010687760996,-0.017310748837226105
2012-03-21,1.2567498363198806,-0.004239939723217515
2012-03-22,1.2565420845550221,-0.0001653087661955024
2012-03-23,1.2422630959623078,-0.011363716956420888
2012-03-26,1.2437758407166106,0.0012177329900725036
2012-03-27,1.2376485560913948,-0.004926357647922822
2012-03-28,1.2066133386928257,-0.025075953303400608
2012-03-29,1.1980195820424608,-0.007122212538836055
2012-03-30,1.2023623179958114,0.0036249290232357938
2012-04-05,1.227197101354192,0.020654991417043866
2012-04-06,1.2317550154089463,0.003714084762524811
2012-04-09,1.222446473866084,-0.0075571371144542866
2012-04-10,1.2293277173090744,0.005629075456553696
2012-04-11,1.2315405799411974,0.0018000591713385277
2012-04-12,1.2511806408860535,0.015947554846949447
2012-04-13,1.2536916709304753,0.002006928466095414
2012-04-16,1.2526083540869115,-0.0008641014921634388
2012-04-17,1.2364363923087682,-0.012910629028920782
2012-04-18,1.2587146593113863,0.018018126238599757
2012-04-19,1.2572813763581194,-0.0011386877420263605
2012-04-20,1.2664586574025412,0.007299305642309597
2012-04-23,1.2542196834588546,-0.00966393484078527
2012-04-24,1.2529486659591054,-0.0010133930415157082
2012-04-25,1.262687935021602,0.007773079079055096
2012-04-26,1.2632748012671042,0.0004647753647001652
2012-04-27,1.262298238011381,-0.0007730410317247622
2012-05-02,1.281735745626961,0.015398506494155995
2012-05-03,1.2873134813478155,0.004351704896960707
2012-05-04,1.2993480453780892,0.009348588517595267
2012-05-07,1.3030810791010603,0.002873005224619983
2012-05-08,1.2986152516194696,-0.003427129403698841
2012-05-09,1.2795271531383519,-0.014698809718516196
2012-05-10,1.2796916464928332,0.000128557923978218
2012-05-11,1.2732208938023912,-0.005056493654683037
2012-05-14,1.265831688939694,-0.005803552940943189
2012-05-15,1.269294960987653,0.0027359656723869906
2012-05-16,1.2532362508418275,-0.012651677221920043
2012-05-17,1.267741928357591,0.011574575429030025
2012-05-18,1.2506867895057834,-0.013453163037609135
2012-05-21,1.2536034831839988,0.002332073627617016
2012-05-22,1.271018056724605,0.013891612279486678
2012-05-23,1.2700814100278135,-0.0007369263495792999
2012-05-24,1.2571753654039344,-0.010161588479274408
2012-05-25,1.2436612894753987,-0.010749555153901458
2012-05-28,1.2594357565899479,0.012683893314073692
2012-05-29,1.2747174862747082,0.01213379055247505
2012-05-30,1.2718525912938972,-0.0022474744495609863
2012-05-31,1.271927040317765,5.853589038335391e-05
2012-06-01,1.2735281584769587,0.0012588128944830356
2012-06-04,1.2456641724416997,-0.021879363914954417
2012-06-05,1.2481484676745576,0.001994353926057238
2012-06-06,1.2442644936613008,-0.003111788472162411
2012-06-07,1.2416933102908612,-0.0020664283064718283
2012-06-08,1.2352877237036055,-0.005158750984778373
2012-06-11,1.2516518419398617,0.013247211902336142
2012-06-12,1.2515811060842663,-5.6514002716379653e-05
2012-06-13,1.2764767854023193,0.019891383144910547
2012-06-14,1.2743669631897643,-0.001652848086767224
2012-06-15,1.2735790288822948,-0.000618294675104638
2012-06-18,1.281968375619247,0.006587221167040318
2012-06-19,1.274349325640469,-0.005943243315263263
2012-06-20,1.2707878402916972,-0.0027947480938805918
2012-06-21,1.258814172221096,-0.009422240039574772
2012-06-25,1.238607853114651,-0.01605186814094424
2012-06-26,1.2400127303306312,0.0011342389057583569
2012-06-27,1.242255112650522,0.0018083542733412083
2012-06-28,1.2353463917623138,-0.005561434859758723
2012-06-29,1.2518770455956008,0.013381391602807708
2012-07-02,1.2601408872449353,0.006601160775659745
2012-07-03,1.2640603220151967,0.0031103147353868967
2012-07-04,1.2602279610409304,-0.003031786464238194
2012-07-05,1.2494243122930606,-0.008572773404381555
2012-07-06,1.272888193925156,0.01877975432463957
2012-07-09,1.2570929330682794,-0.012408993132514866
2012-07-10,1.2486952317027133,-0.006680255011114442
2012-07-11,1.2552615984761775,0.0052585824040590244
2012-07-12,1.2658214777269434,0.008412492872868127
2012-07-13,1.266496346060509,0.0005331465340415815
2012-07-16,1.2385878020059773,-0.022036024139621378
2012-07-17,1.2405299746710194,0.0015680540869986326
2012-07-18,1.2384311063048687,-0.001691912657497309
2012-07-19,1.2462655200434642,0.00632607958465382
2012-07-20,1.237730988427049,-0.00684808452063856
2012-07-23,1.2264210491851952,-0.009137639234699142
2012-07-24,1.2325138013454748,0.004967912255197825
2012-07-25,1.2263764911659225,-0.0049795062520618045
2012-07-26,1.2189178500565259,-0.0060818526473104565
2012-07-27,1.2142485409535904,-0.003830700405871445
2012-07-30,1.2062316249943912,-0.006602368204538514
2012-07-31,1.2039363300266142,-0.0019028641930920452
2012-08-01,1.2152880424115362,0.009428831161421212
2012-08-02,1.2086986539947813,-0.005422079529129151
2012-08-03,1.2199161353466446,0.009280626990680711
2012-08-06,1.2353367375248043,0.012640706792338585
2012-08-07,1.2357529836881753,0.00033694955450368875
2012-08-08,1.2329872303002458,-0.002238111843092646
2012-08-09,1.2470673787319566,0.011419541164495317
2012-08-10,1.2462053667174466,-0.0006912313073144424
2012-08-13,1.2271308213005245,-0.015306101166267107
2012-08-14,1.2289266951356217,0.0014634738235928125
2012-08-15,1.2204114719942247,-0.006928991920431335
2012-08-16,1.2122090832798036,-0.00672100263120104
2012-08-17,1.2079211165584756,-0.0035373161119419735
2012-08-20,1.2065158680256678,-0.0011633611777659735
2012-08-21,1.2174622880936234,0.009072752674084706
2012-08-22,1.209606894954287,-0.006452268145107612
2012-08-23,1.2100383651075761,0.00035670278921932463
2012-08-24,1.1986107184314774,-0.009444036656707799
2012-08-27,1.18144734072452,-0.014319392812887223
2012-08-28,1.1831899305949038,0.001474961947364556
2012-08-29,1.1763911194875678,-0.005746170527260628
2012-08-30,1.166396755764736,-0.008495783041260524
2012-08-31,1.1673283896843594,0.0007987281471926455
2012-09-03,1.1836169449462657,0.01395370437817481
2012-09-04,1.1733181014250713,-0.008701162622897295
2012-09-05,1.1729313749494683,-0.00032960070686140436
2012-09-06,1.1798926371687355,0.005934927113333463
2012-09-07,1.213501080180294,0.028484323024682248
2012-09-10,1.215754045029762,0.0018565824837446963
2012-09-11,1.2111291082876854,-0.0038041713790582595
2012-09-12,1.2139344069177194,0.0023162672012731456
2012-09-13,1.2049361005840424,-0.007412514450862716
2012-09-14,1.2062409079150735,0.0010828850844444278
2012-09-17,1.1822633094524486,-0.01987795166395826
2012-09-18,1.1770052775198747,-0.004447428834621585
2012-09-19,1.1806982090255007,0.0031375658003908236
2012-09-20,1.1579725052460206,-0.019247682096711988
2012-09-21,1.1559774199330923,-0.001722912507758048
2012-09-24,1.1622725397642348,0.00544571176096739
2012-09-25,1.1606821897930324,-0.0013683107161123582
2012-09-26,1.145609325823612,-0.012986211128222904
2012-09-27,1.1707838640789456,0.021974802131813232
2012-09-28,1.1900017377911944,0.016414535852326183
2012-10-08,1.182365050263121,-0.006417375105895319
2012-10-09,1.206127656282756,0.020097520655187665
2012-10-10,1.2093733366699337,0.0026909924254458675
2012-10-11,1.1973333885456645,-0.009955526353360568
2012-10-12,1.196099502728642,-0.0010305281960950703
2012-10-15,1.1943355621406901,-0.0014747440191454717
2012-10-16,1.1983708477610602,0.0033786866507913276
2012-10-17,1.1980013875179252,-0.0003083020951529784
2012-10-18,1.2149859761725517,0.01417743654689398
2012-10-19,1.213405280438858,-0.0013009991594084783
2012-10-22,1.2171427699637563,0.0030801658647361912
2012-10-23,1.2006360660658282,-0.013561846896908956
2012-10-24,1.1979174699149617,-0.0022642965905351285
2012-10-25,1.188759126028731,-0.00764522107427068
2012-10-26,1.174326969244767,-0.012140522388397544
2012-10-29,1.1728871882470229,-0.001226047800528867
2012-10-30,1.175760252198034,0.002449565465290035
2012-10-31,1.1819309808920406,0.005248288230930416
2012-11-01,1.199162495236802,0.014579120628309768
2012-11-02,1.201817039234964,0.002213664960925671
2012-11-05,1.196002032061483,-0.004838512838179215
2012-11-06,1.190427638192074,-0.004660856520285928
2012-11-07,1.188143482729115,-0.0019187688437979872
2012-11-08,1.171342695903988,-0.014140368624954536
2012-11-09,1.1676532919082214,-0.003149722116907307
2012-11-12,1.1683771740629867,0.0006199461430732211
2012-11-13,1.1512078552867928,-0.014695013868242712
2012-11-14,1.1544717301985068,0.0028351742882269763
2012-11-15,1.1443904783380936,-0.008732350560615217
2012-11-16,1.1355323441067116,-0.007740482290840156
2012-11-19,1.1309922532596663,-0.003998204780874644
2012-11-20,1.128446505091895,-0.0022508979707280352
2012-11-21,1.138068438036974,0.00852670720469408
2012-11-22,1.1285142704128721,-0.008395073006841128
2012-11-23,1.1348658304017598,0.0056282495980879725
2012-11-26,1.1239615547936996,-0.00960842710736983
2012-11-27,1.1090444582333194,-0.013271892171719497
2012-11-28,1.1090444582333194,-0.0
2012-11-29,1.1090444582333194,-0.0
2012-11-30,1.1090444582333194,0.0
2012-12-03,1.1090444582333194,-0.0
2012-12-04,1.1090444582333194,0.0
2012-12-05,1.1090444582333194,0.0
